AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeP;SedeC;GruppoCODICE;Sesso;Isc
2024/2025;1501;Milano;99999;Medicina veterinaria;15;15146;13;F;6
2024/2025;1501;Milano;99999;Medicina veterinaria;15;15146;13;M;6
2024/2025;1501;Milano;99999;Scienze agrarie;15;15146;13;M;6
2024/2025;1501;Milano;99999;Scienze biologiche;15;15146;9;M;6
2024/2025;1501;Milano;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);15;15146;14;M;6
2024/2025;1501;Milano;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);15;15146;14;M;6
2024/2025;1501;Milano;LM-6;Plant Science - Biologia Vegetale;15;15146;9;M;6
2024/2025;1501;Milano;LM-69;Global Environment And Development;15;15146;13;F;6
2024/2025;1501;Milano;LM-8;Molecular Biotechnology And Bioinformatics;15;15146;9;M;6
2024/2025;1502;Milano Politecnico;L-8;Ingegneria Informatica;13;13075;12;M;6
2024/2025;1504;Milano Cattolica;46/S;Medicina e Chirurgia;58;58091;14;F;6
2024/2025;1504;Milano Cattolica;L-15;Tourism management, sostenibilità e valorizzazione del territorio;17;17029;7;M;6
2024/2025;1504;Milano Cattolica;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;58;58091;14;M;6
2024/2025;1504;Milano Cattolica;LM-50;Progettazione Pedagogica nei Servizi per Minori;33;33032;1;M;6
2024/2025;1508;Milano San Raffaele;LM-51;Cognitive Psychology in Health Communication;15;15205;6;M;6
2024/2025;1509;Milano Bicocca;99999;Scienze dell'educazione;15;15146;1;M;6
2024/2025;1509;Milano Bicocca;L-20;Interpretariato e Traduzione in Lingua dei Segni Italiana (Lis) e Lingua dei Segni Italiana Tattile (List);15;15146;5;M;6
2024/2025;1509;Milano Bicocca;LM-51;Scienze Psicologiche Sperimentali Applicate;15;15146;6;M;6
2024/2025;1510;Rozzano (MI) Humanitas University;LM-41;Medicine And Surgery;15;15173;14;M;6
2024/2025;1601;Bergamo;99999;Ingegneria gestionale;16;16091;12;M;6
2024/2025;1601;Bergamo;LM-31;Ingegneria e Gestione delle Tecnologie per la Salute;16;16091;12;M;6
2024/2025;1601;Bergamo;LM-43;Text Sciences And Culture Enhancement in The Digital Age;16;16024;5;F;6
2024/2025;1601;Bergamo;LM-5;Valorizzazione del Patrimonio Culturale Materiale e Immateriale;16;16024;5;M;6
2024/2025;1701;Brescia;17;Economia e Gestione Aziendale;17;17029;7;M;6
2024/2025;1701;Brescia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);16;16008;14;M;6
2024/2025;1701;Brescia;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);17;17029;14;M;6
2024/2025;1701;Brescia;LM/SC-GIUR;Scienze Giuridiche dell'Innovazione;17;17029;8;M;6
2024/2025;1701;Brescia;LM-35;Civil And Environmental Engineering - Ingegneria Civile e Ambientale;17;17029;11;F;6
2024/2025;1701;Brescia;LM-56;Economia Sociale e Imprese Cooperative;17;17029;7;M;6
2024/2025;1801;Pavia;LM-2;Il Mondo Mediterraneo nell'Antichità. Storia, Archeologia e Arte;18;18110;3;F;6
2024/2025;1801;Pavia;LM-2;Il Mondo Mediterraneo nell'Antichità. Storia, Archeologia e Arte;18;18110;3;M;6
2024/2025;1801;Pavia;LM-56;Economics, Finance And International Integration - Economia, Finanza e Integrazione Internazionale;18;18110;7;M;6
2024/2025;1801;Pavia;LMR/02;Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004);19;19036;3;F;6
2024/2025;2101;Bolzano;L-9;Industrial And Mechanical Engineering;21;21008;12;M;6
2024/2025;2101;Bolzano;LM-63;Politiche Pubbliche e Governance Innovativa;21;21008;5;M;6
2024/2025;2101;Bolzano;LM-77;Management del Turismo;21;21013;7;M;6
2024/2025;2201;Trento;99999;Economia e commercio;22;22205;7;F;6
2024/2025;2201;Trento;99999;Economia e commercio;22;22205;7;M;6
2024/2025;2201;Trento;99999;Ingegneria civile;22;22205;11;F;6
2024/2025;2201;Trento;LM-49;Mediazione Linguistica, Turismo e Culture;22;22205;7;M;6
2024/2025;2301;Verona;99999;Pedagogia;23;23091;1;F;6
2024/2025;2301;Verona;L-22;Scienze delle Attivita Motorie e Sportive;23;23091;15;M;6
2024/2025;2301;Verona;LM-49;Promozione e Gestione del Patrimonio Territoriale e delle Destinazioni Turistiche;23;23091;7;M;6
2024/2025;2701;Ca' Foscari Venezia;LM-18;Computer Science;27;27042;10;M;6
2024/2025;2701;Ca' Foscari Venezia;LM-18;Computer Science And Engineering;27;27042;10;F;6
2024/2025;2701;Ca' Foscari Venezia;LM-94;Interpretariato e Traduzione Editoriale, Settoriale;26;26086;4;F;6
2024/2025;2702;Venezia Iuav;L-17;Architettura: Tecniche e Culture del Progetto;27;27042;11;F;6
2024/2025;2702;Venezia Iuav;L-4;Disegno industriale e multimedia;27;27042;2;F;6
2024/2025;2801;Padova;46/S;Medicina e Chirurgia 2;28;28060;14;F;6
2024/2025;2801;Padova;99999;Farmacia;28;28060;14;F;6
2024/2025;2801;Padova;99999;Filosofia;28;28060;3;F;6
2024/2025;2801;Padova;99999;Ingegneria gestionale;24;24116;12;M;6
2024/2025;2801;Padova;99999;Scienze dell'educazione;28;28060;1;F;6
2024/2025;2801;Padova;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);29;29041;14;M;6
2024/2025;2801;Padova;L/SNT4;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);26;26021;14;M;6
2024/2025;2801;Padova;L-25;Tecnica e gestione delle produzioni biologiche vegetali;28;28044;13;M;6
2024/2025;2801;Padova;L-38;Animal Care - Tutela del Benessere Animale;28;28044;13;M;6
2024/2025;2801;Padova;L-38;Sicurezza Alimentare;24;24116;13;F;6
2024/2025;2801;Padova;LM-22;Ingegneria Chimica e dei Processi Industriali;28;28060;12;M;6
2024/2025;2801;Padova;LM-33;Ingegneria dell'Innovazione del Prodotto;24;24116;12;F;6
2024/2025;2801;Padova;LM-53;Ingegneria dei Materiali;28;28060;12;M;6
2024/2025;2801;Padova;LM-6;Evolutionary Biology;28;28060;9;M;6
2024/2025;2801;Padova;LM-69;Sustainable Agriculture - Agricoltura Sostenibile;28;28044;13;M;6
2024/2025;2801;Padova;LM-70;Italian Food And Wine - Alimenti e Vini d'Italia;28;28044;13;M;6
2024/2025;3001;Udine;99999;Economia e commercio;30;30129;7;F;6
2024/2025;3001;Udine;99999;Ingegneria civile;30;30129;11;M;6
2024/2025;3001;Udine;L-23;Tecniche dell'edilizia e del territorio;30;30129;11;F;6
2024/2025;3001;Udine;L-7;Ingegneria Civile;30;30129;11;F;6
2024/2025;3001;Udine;LM/SNT1;Scienze Infermieristiche e Ostetriche;30;30129;14;M;6
2024/2025;3001;Udine;LM-15;Archeologia e Culture dell'Antichita';30;30129;3;F;6
2024/2025;3001;Udine;LM-19;Comunicazione Multimediale e Tecnologie dell'Informazione;93;93033;5;M;6
2024/2025;3001;Udine;LM-9;Biotecnologie Molecolari;30;30129;9;M;6
2024/2025;3201;Trieste;99999;Farmacia;32;32006;14;F;6
2024/2025;3201;Trieste;99999;Fisica;32;32006;9;M;6
2024/2025;3201;Trieste;99999;Lingue e letterature straniere;32;32006;4;F;6
2024/2025;3201;Trieste;99999;Scienze dell'educazione;27;27029;1;F;6
2024/2025;3201;Trieste;99999;Scienze naturali;32;32006;9;F;6
2024/2025;3201;Trieste;99999;Traduzione ed interpretazione;32;32006;4;F;6
2024/2025;3201;Trieste;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);93;93033;14;M;6
2024/2025;3201;Trieste;L/SNT4;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);31;31007;14;M;6
2024/2025;3401;Parma;99999;Lingue e letterature straniere;34;34027;4;F;6
2024/2025;3401;Parma;99999;Odontoiatria e protesi dentaria;34;34027;14;M;6
2024/2025;3401;Parma;L-17;Scienze dell'Architettura;34;34027;11;M;6
2024/2025;3401;Parma;LM-27;Communication Engineering;34;34027;12;F;6
2024/2025;3401;Parma;LM-6;Biologia e Applicazioni Biomediche;34;34027;9;F;6
2024/2025;3601;Modena e Reggio Emilia;99999;Economia e commercio;36;36023;7;M;6
2024/2025;3601;Modena e Reggio Emilia;99999;Giurisprudenza;36;36023;8;M;6
2024/2025;3601;Modena e Reggio Emilia;L/SNT4;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);35;35033;14;M;6
2024/2025;3601;Modena e Reggio Emilia;LM-18;Informatica;36;36023;10;F;6
2024/2025;3601;Modena e Reggio Emilia;LM-77;International Management - Management internazionale;36;36023;7;M;6
2024/2025;3701;Bologna;47/S;Medicina Veterinaria;37;37046;13;F;6
2024/2025;3701;Bologna;99999;Farmacia;37;37006;14;F;6
2024/2025;3701;Bologna;99999;Ingegneria edile;37;37006;11;M;6
2024/2025;3701;Bologna;99999;Ingegneria informatica;37;37006;12;M;6
2024/2025;3701;Bologna;99999;Ingegneria per l'ambiente e il territorio;37;37006;11;F;6
2024/2025;3701;Bologna;99999;Scienze agrarie;37;37006;13;M;6
2024/2025;3701;Bologna;99999;Scienze biologiche;37;37006;9;F;6
2024/2025;3701;Bologna;99999;Scienze della comunicazione;37;37006;5;M;6
2024/2025;3701;Bologna;99999;Scienze internazionali e diplomatiche;40;40012;5;F;6
2024/2025;3701;Bologna;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);37;37006;14;M;6
2024/2025;3701;Bologna;L-18;Business And Economics/Economia e Gestione di Impresa;37;37006;7;M;6
2024/2025;3701;Bologna;L-25;Verde Ornamentale e Tutela del Paesaggio;37;37032;13;F;6
2024/2025;3701;Bologna;L-25;Verde ornamentale e tutela del paesaggio;37;37032;13;M;6
2024/2025;3701;Bologna;LM-32;Intelligenza Artificiale;37;37006;12;F;6
2024/2025;3701;Bologna;LM-56;Economics;37;37006;7;M;6
2024/2025;3701;Bologna;L-P03;Compositi Polimerici;37;37032;12;M;6
2024/2025;3801;Ferrara;99999;Architettura;38;38008;11;M;6
2024/2025;3801;Ferrara;99999;Farmacia;38;38008;14;F;6
2024/2025;3801;Ferrara;99999;Pedagogia;38;38008;1;F;6
2024/2025;3801;Ferrara;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);38;38008;14;M;6
2024/2025;4101;Urbino;34;Scienze Psicologiche dell'Intervento Clinico;41;41067;6;F;6
2024/2025;4101;Urbino;99999;Psicologia;41;41067;6;F;6
2024/2025;4201;Marche;L-18;Economia e Commercio;42;42002;7;M;6
2024/2025;4301;Macerata;L-33;Economia, Territorio e Ambiente;43;43023;7;F;6
2024/2025;4301;Macerata;LM-15;Filologia Classica e Moderna;43;43023;3;M;6
2024/2025;4301;Macerata;LM-84;Ricerca storica e risorse della memoria;43;43023;3;F;6
2024/2025;4302;Camerino;47/S;Medicina Veterinaria;43;43024;13;F;6
2024/2025;4302;Camerino;99999;Scienze politiche;43;43007;5;F;6
2024/2025;4302;Camerino;99999;Scienze politiche;43;43007;5;M;6
2024/2025;4801;Firenze;4/S;Architettura Ue;48;48017;11;F;6
2024/2025;4801;Firenze;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);48;48017;14;M;6
2024/2025;4801;Firenze;L-4;Disegno Industriale;48;48005;2;M;6
2024/2025;4801;Firenze;LM-25;Ingegneria Elettrica e dell'Automazione;48;48017;12;F;6
2024/2025;4801;Firenze;LM-54;Scienze Molecolari Avanzate;48;48017;9;M;6
2024/2025;5001;Pisa;10;Ingegneria Biomedica;50;50026;12;F;6
2024/2025;5001;Pisa;23;Cinema, Musica e Teatro;50;50026;2;F;6
2024/2025;5001;Pisa;25;Fisica;50;50026;9;M;6
2024/2025;5001;Pisa;28;Economia e Commercio;50;50026;7;F;6
2024/2025;5001;Pisa;28;Economia e Commercio;50;50026;7;M;6
2024/2025;5001;Pisa;38;Storia;50;50026;3;F;6
2024/2025;5001;Pisa;38;Storia;50;50026;3;M;6
2024/2025;5001;Pisa;4/S;Ingegneria Edile-Architettura;50;50026;11;M;6
2024/2025;5001;Pisa;40;Tecniche di allevamento del Cane di Razza ed Educazione Cinofila;50;50026;13;F;6
2024/2025;5001;Pisa;99999;Economia aziendale;50;50026;7;M;6
2024/2025;5001;Pisa;99999;Ingegneria aerospaziale;50;50026;12;F;6
2024/2025;5001;Pisa;99999;Ingegneria delle telecomunicazioni;50;50026;12;M;6
2024/2025;5001;Pisa;99999;Ingegneria edile;50;50026;11;M;6
2024/2025;5001;Pisa;99999;Ingegneria logistica e della produzione;50;50026;12;M;6
2024/2025;5001;Pisa;99999;Lingue e letterature straniere moderne;50;50026;4;F;6
2024/2025;5001;Pisa;99999;Scienze dell'informazione;50;50026;10;M;6
2024/2025;5001;Pisa;L-16;Scienze Politiche, Internazionali e dell'Amministrazione;50;50026;5;M;6
2024/2025;5001;Pisa;L-39;Scienze Sociali e del Servizio Sociale;50;50026;14;M;6
2024/2025;5001;Pisa;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;50;50026;14;M;6
2024/2025;5001;Pisa;LM-18;Computer Science And Networking;50;50026;10;F;6
2024/2025;5001;Pisa;LM-18;Scienza dei Dati per l'Economia e per l'Azienda;50;50026;10;M;6
2024/2025;5001;Pisa;LM-32;Computer Engineering;50;50026;12;F;6
2024/2025;5001;Pisa;LM-37;Lingue e Letterature Moderne Euroamericane;50;50026;4;F;6
2024/2025;5001;Pisa;LM-37;Traduzione Letteraria e Saggistica;50;50026;4;F;6
2024/2025;5001;Pisa;LM-69;Produzioni Agroalimentari e Gestione degli Agroecosistemi;50;50026;13;F;6
2024/2025;5001;Pisa;LM-84;Storia e Civilta;50;50026;3;M;6
2024/2025;5001;Pisa;LM-86;Scienze e Tecnologie delle Produzioni Animali;50;50026;13;M;6
2024/2025;5201;Siena;99999;Lettere;52;52032;3;F;6
2024/2025;5201;Siena;L-P01;Tecnologie per L’Ambiente, le Costruzioni e il Territorio;51;51033;11;F;6
2024/2025;5401;Perugia;L-24;Scienze e Tecniche Psicologiche dei Processi Mentali;54;54039;6;F;6
2024/2025;5401;Perugia;LM-37;Languages, Comparative Literatures And Intercultural Translation;54;54039;4;M;6
2024/2025;5403;Perugia Stranieri;L-20;Comunicazione Internazionale, Interculturale e Pubblicitaria;54;54039;5;M;6
2024/2025;5403;Perugia Stranieri;LM-81;Relazioni Internazionali e Cooperazione allo Sviluppo;54;54039;5;F;6
2024/2025;5601;Tuscia;L-21;Pianificazione e Progettazione del Paesaggio e dell'Ambiente;56;56059;11;M;6
2024/2025;5601;Tuscia;L-25;Scienze delle Foreste e della Natura;56;56059;13;F;6
2024/2025;5601;Tuscia;LM-6;Biologia ed Ecologia Marina;58;58032;9;M;6
2024/2025;5601;Tuscia;LM-73;Scienze Forestali e Ambientali;56;56059;13;M;6
2024/2025;5601;Tuscia;L-P02;Tecnologie per la Gestione Sostenibile dei Sistemi Zootecnici;56;56059;13;F;6
2024/2025;5801;Roma La Sapienza;10;Ingegneria Meccanica;58;58091;12;M;6
2024/2025;5801;Roma La Sapienza;29;Filosofia;58;58091;3;F;6
2024/2025;5801;Roma La Sapienza;34;Intervento Clinico per la Persona, il Gruppo e le Istituzioni;58;58091;6;F;6
2024/2025;5801;Roma La Sapienza;46/S;"Laurea Specialistica in Medicina e Chirurgia ""A""";58;58091;14;F;6
2024/2025;5801;Roma La Sapienza;46/S;Medicina e Chirurgia 2;58;58091;14;F;6
2024/2025;5801;Roma La Sapienza;9;Ingegneria Informatica;58;58091;12;M;6
2024/2025;5801;Roma La Sapienza;99999;Economia e commercio;59;59011;7;F;6
2024/2025;5801;Roma La Sapienza;99999;Ingegneria civile;58;58091;11;F;6
2024/2025;5801;Roma La Sapienza;99999;Ingegneria edile-architettura;58;58091;11;M;6
2024/2025;5801;Roma La Sapienza;99999;Ingegneria elettronica;58;58091;12;F;6
2024/2025;5801;Roma La Sapienza;99999;Matematica;58;58091;9;M;6
2024/2025;5801;Roma La Sapienza;99999;Scienze biologiche;58;58091;9;M;6
2024/2025;5801;Roma La Sapienza;99999;Scienze statistiche ed attuariali;58;58091;9;F;6
2024/2025;5801;Roma La Sapienza;L/SNT2;Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva);59;59011;14;M;6
2024/2025;5801;Roma La Sapienza;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);58;58091;14;M;6
2024/2025;5801;Roma La Sapienza;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);60;60038;14;M;6
2024/2025;5801;Roma La Sapienza;L-18;Economia, Finanza e Diritto per la Gestione d'Impresa;58;58091;7;M;6
2024/2025;5801;Roma La Sapienza;L-39;Servizio Sociale (Class);58;58091;14;F;6
2024/2025;5801;Roma La Sapienza;L-9;Ingegneria Civile e Industriale;59;59011;12;F;6
2024/2025;5801;Roma La Sapienza;LM/SNT4;Scienze delle Professioni Sanitarie della Prevenzione;58;58091;14;M;6
2024/2025;5801;Roma La Sapienza;LM-11;Archaeological Materials Science;58;58091;9;M;6
2024/2025;5801;Roma La Sapienza;LM-26;Green Industrial Engineering For Sustainable Development;59;59011;12;M;6
2024/2025;5801;Roma La Sapienza;LM-32;Artificial Intelligence;58;58091;12;F;6
2024/2025;5801;Roma La Sapienza;LM-51;Psicologia Clinica della Persona, delle Organizzazioni e della Comunita;58;58091;6;F;6
2024/2025;5801;Roma La Sapienza;LM-59;Comunicazione, Valutazione e Ricerca Sociale per le Organizzazioni;58;58091;5;F;6
2024/2025;5801;Roma La Sapienza;LM-64;Scienze Storico-Religiose;58;58091;3;F;6
2024/2025;5801;Roma La Sapienza;LM-65;Teatro, Cinema, Danza e Arti Digitali;58;58091;2;M;6
2024/2025;5801;Roma La Sapienza;LM-82;Scienze Statistiche e Decisionali;58;58091;9;M;6
2024/2025;5801;Roma La Sapienza;L-P01;Professioni Tecniche per l'Edilizia e il Territorio;58;58091;11;F;6
2024/2025;5802;Roma Tor Vergata;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);58;58091;14;M;6
2024/2025;5802;Roma Tor Vergata;L-33;Economia dei Mercati e degli Intermediari Finanziari;58;58091;7;F;6
2024/2025;5802;Roma Tor Vergata;LM-25;Ingegneria dell'Automazione;58;58091;12;F;6
2024/2025;5802;Roma Tor Vergata;LM-85;Scienze Pedagogiche;58;58091;1;M;6
2024/2025;5803;Roma LUMSA;LM-51;Psicologia;58;58091;6;M;6
2024/2025;5807;Roma Tre;LM-27;Ingegneria delle Tecnologie della Comunicazione e dell'Informazione;58;58091;12;M;6
2024/2025;5807;Roma Tre;LM-33;Ingegneria Meccanica per le Risorse Marine;58;58091;12;F;6
2024/2025;5807;Roma Tre;LM-56;Economia e Gestione della Trasformazione Digitale;58;58091;7;M;6
2024/2025;5809;Roma UNINT;L-18;Green Management e Sostenibilità;58;58091;7;M;6
2024/2025;5811;Roma UNITELMA - telematica;L-18;Scienze dell'Economia e della Gestione Aziendale;58;58091;7;F;6
2024/2025;5811;Roma UNITELMA - telematica;LM-2;Classical Archaeology;58;58091;3;M;6
2024/2025;5812;Roma Europea;LM-91;Management della Transizione Digitale;58;58091;10;F;6
2024/2025;5815;Roma UNICUSANO - telematica;LM-51;Psicologia delle Organizzazioni e dei Servizi;58;58091;6;F;6
2024/2025;5817;Roma Link Campus;L-18;International Business Administration - Economia Aziendale Internazionale;58;58091;7;F;6
2024/2025;6001;Cassino;99999;Economia e commercio;60;60019;7;F;6
2024/2025;6001;Cassino;99999;Lingue e letterature straniere;60;60019;4;F;6
2024/2025;6001;Cassino;LM-38;Lingue e Letterature Moderne per i Servizi Interculturali, la Mediazione Linguistica e la Cooperazione Internazionale;60;60019;4;M;6
2024/2025;6001;Cassino;LM-87;Politiche Sociali e Servizio Sociale;60;60019;14;M;6
2024/2025;6201;Sannio;L-34;Scienze Naturali, Geologiche e Ambientali;62;62008;9;F;6
2024/2025;6301;Napoli Federico II;10;Corso di Laurea in Ingegneria Elettrica;63;63049;12;M;6
2024/2025;6301;Napoli Federico II;12;Corso di Laurea in Biologia Generale e Applicata;63;63049;9;F;6
2024/2025;6301;Napoli Federico II;99999;Filosofia;63;63049;3;M;6
2024/2025;6301;Napoli Federico II;99999;Ingegneria aerospaziale;63;63049;12;M;6
2024/2025;6301;Napoli Federico II;99999;Ingegneria delle telecomunicazioni;63;63049;12;M;6
2024/2025;6301;Napoli Federico II;99999;Ingegneria elettronica;63;63049;12;F;6
2024/2025;6301;Napoli Federico II;99999;Ingegneria informatica;63;63049;12;M;6
2024/2025;6301;Napoli Federico II;99999;Ingegneria per l'ambiente e il territorio;63;63049;11;F;6
2024/2025;6301;Napoli Federico II;99999;Lettere;63;63049;3;M;6
2024/2025;6301;Napoli Federico II;99999;Matematica;63;63049;9;F;6
2024/2025;6301;Napoli Federico II;L/SNT3;Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia);63;63049;14;M;6
2024/2025;6301;Napoli Federico II;L-1;Archeologia e Storia delle Arti;63;63049;2;F;6
2024/2025;6301;Napoli Federico II;L-7;Corso di Laurea in Ingegneria Gestionale dei Progetti e delle Infrastrutture;63;63049;11;F;6
2024/2025;6301;Napoli Federico II;LM-27;Ingegneria delle Telecomunicazioni e dei Media Digitali;63;63049;12;F;6
2024/2025;6301;Napoli Federico II;LM-86;Precision Livestock Farming;63;63049;13;M;6
2024/2025;6302;Napoli Parthenope;26;Informatica;63;63049;10;M;6
2024/2025;6302;Napoli Parthenope;99999;Economia e commercio;63;63049;7;F;6
2024/2025;6302;Napoli Parthenope;L-7;Ingegneria Civile e Ambientale;63;63049;11;F;6
2024/2025;6302;Napoli Parthenope;L-7;Ingegneria Civile e Ambientale;63;63049;11;M;6
2024/2025;6302;Napoli Parthenope;LM-56;Scienze Economiche Finanziarie e Internazionali;63;63049;7;F;6
2024/2025;6302;Napoli Parthenope;LM-93;Progettazione dei Servizi Educativi, Formativi, Media Education e Tecnologie per l'Inclusione nei Contesti Formali e Non Formali;63;63049;1;F;6
2024/2025;6303;Napoli L'Orientale;99999;Scienze politiche;63;63049;5;M;6
2024/2025;6303;Napoli L'Orientale;LM-2;Archeologia: Oriente e Occidente;63;63049;3;M;6
2024/2025;6304;Napoli Benincasa;99999;Conservazione dei beni culturali;63;63049;2;M;6
2024/2025;6304;Napoli Benincasa;99999;Materie letterarie;63;63049;3;F;6
2024/2025;6304;Napoli Benincasa;L-39;Scienze del Servizio Sociale;65;65116;14;F;6
